feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,target
4.4216,5.1283,5.4388,1.6736,5.3649,1.6948,1.6884,5.7432,2.9208,3.8044,2.0361,17.7783
5.3683,6.172,4.9791,2.1831,1.2238,5.063,1.386,4.6043,4.9723,0.3432,1.502,19.0044
1.8459,0.9843,3.5596,2.2546,2.0209,5.4521,1.9242,3.1772,0.4095,0.3176,3.7292,9.8209
1.3405,2.0838,1.2959,1.949,5.9615,5.295,4.3698,3.6989,5.2801,3.2538,5.4612,2.0275
4.5261,1.1386,4.6263,4.0933,2.7999,2.1956,4.222,1.5906,2.184,2.4479,4.4229,16.0077
3.243,5.815,5.7944,2.2036,3.6827,5.9579,3.6916,5.1251,0.8603,3.3152,4.4793,14.3148
4.4135,1.1807,0.4177,5.5988,1.6511,5.8297,2.1133,1.612,2.5924,4.8317,0.8503,14.1438
3.6702,5.4565,1.5901,0.414,2.7669,1.9715,2.6783,1.5376,0.6002,1.5172,2.1295,16.2387
3.5194,4.6862,5.9927,4.7486,2.7251,0.3718,5.8104,2.5498,0.6686,3.7661,1.8149,20.9167
0.5055,5.2029,3.4944,0.8439,1.4265,4.2605,4.9261,1.3609,2.4454,3.9729,0.3955,10.4453
2.739,4.247,4.4915,0.9896,0.6396,4.2937,3.6434,0.2607,2.4024,3.8189,4.0745,10.7152
0.2033,1.7002,0.3456,2.8512,5.6167,3.1714,5.3924,2.4819,3.9648,0.4809,2.1001,4.9603
0.2522,3.7708,3.6101,5.6028,3.0305,0.5606,5.7786,1.4131,4.5131,5.1329,4.3778,11.2783
5.6054,1.4023,1.3487,1.9159,1.6871,5.4112,2.4427,2.4728,2.3115,6.008,0.4509,12.4296
1.4822,0.1425,5.5101,3.4858,1.016,2.6929,3.2243,2.7012,0.0149,6.0966,6.1666,12.3005
2.841,3.7333,0.1764,3.9667,5.3361,5.3415,6.0096,1.5545,5.6615,5.4804,3.958,7.853
1.8725,2.8563,4.3332,5.9365,6.1741,1.5097,3.98,2.0272,2.1594,3.0698,4.9317,16.307
0.2249,2.6288,1.1863,2.2344,5.6468,6.0661,2.7332,5.0363,4.8263,1.1508,0.1429,4.7473
3.9493,2.3175,0.1009,4.3463,3.6584,1.4018,5.0271,0.7308,2.9953,2.5955,2.129,12.1282
2.7109,6.2654,5.6722,1.6117,5.9858,2.0816,0.2056,2.7895,0.5934,6.1919,1.1626,18.2858
2.2925,3.0082,3.3306,1.2579,5.1164,1.817,2.2431,5.3956,0.8285,1.2246,0.9865,12.6793
3.9734,0.6761,2.4473,4.4471,5.4906,2.4618,2.3348,3.3217,0.2275,5.605,4.7059,10.661
5.6387,5.6339,4.5373,1.2842,4.2573,5.9062,5.7961,1.9446,1.2697,1.9738,1.5784,18.965
3.6353,0.0116,1.3102,4.5542,4.4626,3.4857,4.4518,2.9442,6.1778,0.3061,3.8597,7.0385
4.2417,3.8135,4.7647,0.7386,1.3872,2.513,0.103,1.7115,1.9222,2.4004,5.1525,16.7893
5.846,1.3036,4.5857,6.167,3.1264,0.2359,3.4388,0.1985,5.8894,2.2407,0.0339,18.4979
5.0869,1.0878,4.1237,4.9062,1.3426,1.7812,5.6888,5.2463,1.8827,4.1403,5.3709,15.3954
0.4168,0.6182,1.6047,4.6557,5.0222,4.1237,0.0128,0.3762,5.2819,3.4497,2.202,5.7117
4.3522,4.2924,2.1372,4.0932,3.1241,5.8594,4.867,0.486,0.1219,4.1301,3.0345,13.1444
3.4037,6.1731,3.2826,3.3878,5.9504,0.9625,1.7603,3.9266,1.9099,5.2511,1.8391,17.7074
5.3599,3.8961,5.4772,5.3245,0.707,4.9304,0.1241,3.6874,4.6021,4.6017,6.0785,17.3084
3.7004,3.3029,2.5237,3.1125,5.6756,2.7706,3.1938,1.6327,1.0925,1.8418,5.4712,14.6634
5.9822,1.7785,2.6998,5.5264,3.2377,3.8899,3.5894,4.5473,4.1783,2.5831,4.8267,12.6954
3.7371,4.4519,6.21,0.0301,2.0717,2.7577,3.0348,0.6825,3.0622,4.9343,3.7778,15.0363
3.1202,3.7992,2.0263,2.993,1.7325,0.6873,2.1166,5.2035,2.2898,3.3327,6.0517,14.0213
3.2293,0.5869,5.9469,3.2305,1.539,1.0971,0.1338,1.4297,4.0285,2.1639,6.2123,16.0162
2.625,5.0817,0.183,2.5489,4.7236,0.8236,2.6451,1.9834,1.3924,5.5485,1.1881,12.7191
6.281,0.2033,4.2981,0.7371,3.4446,3.6563,1.5435,1.0311,3.9012,5.7661,2.0783,12.2001
0.5526,4.5816,1.1425,2.3502,5.3478,4.8177,3.8865,3.9228,0.521,4.653,2.9573,5.2377
2.0545,2.9244,0.2219,0.7225,3.3966,2.3229,4.3476,1.5159,2.5153,4.167,4.1226,5.6241
1.0635,5.9938,1.6295,4.052,3.4597,5.7142,5.4141,3.6488,4.3861,1.3344,1.1507,11.841
5.8046,4.0481,5.4279,2.6729,2.6738,0.043,3.106,2.1406,4.2451,0.5561,2.2156,20.0984
1.7009,0.7882,6.1445,1.5395,1.0315,1.3877,1.4113,0.6421,1.6196,1.8626,3.6867,14.7236
4.3533,0.3642,4.7976,3.0843,5.1794,2.5549,1.8423,0.6029,3.7539,1.3149,3.7165,13.6496
1.8148,1.0431,5.633,4.2282,4.76,2.1916,3.1537,2.9882,5.1014,3.2568,0.8973,12.1032
1.6151,2.6235,0.9684,5.3972,1.0666,3.4867,5.3948,3.3961,0.8979,4.765,1.3233,11.2464
1.3423,0.4454,5.913,4.6959,1.1891,5.9884,3.0304,4.0665,5.9048,0.3752,5.0014,11.283
5.9204,1.9652,6.1973,0.4238,0.6129,0.5363,5.4363,1.2567,3.2887,5.9441,0.6753,15.9976
5.275,4.4895,5.8723,0.702,1.938,5.0062,3.7333,1.0799,4.157,0.1355,0.9277,16.6216
4.8335,2.575,4.0184,5.1919,3.4667,5.9417,3.9248,5.426,4.4776,2.2782,6.0865,13.8237
3.061,4.0053,1.3697,2.6062,4.1578,1.7236,4.1099,1.7359,3.7308,4.3237,3.611,9.0382
4.5359,0.2218,3.1347,5.4687,3.7368,5.8139,0.8148,0.6779,2.8256,0.6453,3.8612,14.1692
1.1327,6.1884,4.1337,4.1301,2.9588,3.3584,3.3704,5.4515,3.0904,4.2878,0.7448,14.0516
4.1965,5.6653,5.8367,5.4881,5.6959,3.6653,5.1587,4.7894,5.208,4.2465,2.2906,17.4584
3.8175,1.5592,0.2277,0.1052,1.796,0.8688,0.8474,0.2282,0.8422,1.7928,5.1598,9.2849
0.5041,0.2512,1.866,4.3413,2.7131,5.6719,1.7621,4.1459,3.1532,4.7339,3.8101,5.4823
3.6116,4.137,5.0473,4.8819,1.1838,2.3643,3.518,0.0724,2.8956,1.9402,5.7985,19.6953
0.3658,5.8226,0.2987,0.4343,0.0387,5.0051,0.0989,3.5079,0.2936,0.0954,0.7998,7.0581
3.4643,5.9239,5.2432,0.5066,4.4619,1.2199,2.3044,1.252,1.8736,1.9605,1.9465,19.5742
0.8434,0.7268,5.7425,4.369,5.261,5.1556,0.0957,3.8254,1.2343,4.9327,3.4193,9.1221
2.1647,1.6039,5.4556,5.4678,5.4035,5.694,3.2854,3.7088,6.1014,2.4818,5.5321,12.5225
4.0974,1.7463,2.0086,0.1943,5.246,4.1527,1.0917,3.6522,1.1925,4.3237,5.1929,5.7916
0.208,5.8513,4.0854,2.5527,3.9533,5.4751,2.4486,6.0612,5.4573,3.0052,3.285,10.8545
1.0138,4.013,2.9985,4.8644,1.3472,5.477,5.9896,5.6101,2.5107,4.2441,2.6237,12.4368
2.2463,1.3141,4.5282,0.1367,5.2466,3.509,4.6996,2.3669,3.9795,4.9253,3.8018,4.3304
2.5882,0.375,4.9655,2.4599,2.2635,3.982,2.9623,1.8499,1.3529,4.5961,4.1805,10.9512
3.4915,0.5095,4.4627,6.2656,2.8514,3.0317,4.2611,0.0504,5.5244,1.9903,3.2606,14.4464
3.4183,4.0295,2.3458,2.224,4.2851,1.9617,0.607,4.1942,0.5208,5.1843,5.443,10.4064
0.4256,4.0216,6.0446,0.782,2.5347,3.1458,4.7174,2.0413,5.9741,6.2103,0.6416,12.1249
5.3638,0.1722,1.5726,3.4014,3.3726,5.5869,0.7684,0.9438,2.8262,3.207,1.8976,12.2583
2.5344,4.4572,2.0285,5.1539,1.4874,4.3562,2.8712,3.9006,4.9081,0.2151,4.5152,12.0014
3.4264,1.9039,5.301,2.4181,0.3129,2.4909,5.7889,1.2801,0.0181,3.745,2.311,14.9377
3.09,0.0581,3.0369,4.8011,1.6138,2.9285,1.909,2.6386,0.1487,3.0274,5.2742,13.3762
2.5228,0.5338,1.9371,5.9768,2.6638,1.8666,1.8345,5.5595,4.125,4.6692,2.3129,11.4894
3.944,2.73,4.9379,6.1627,5.166,0.9933,1.9507,6.2091,6.0346,6.0797,5.5857,17.2966
5.0905,5.7623,4.0538,4.9304,4.3764,2.8421,1.384,4.3895,0.972,3.497,4.4486,19.348
1.5868,4.4686,0.7634,1.1594,3.6281,2.1335,2.0305,1.3084,4.9603,5.3426,5.9782,7.9975
1.921,0.7765,2.6374,2.481,2.5262,1.6543,0.2415,3.7548,0.8635,5.8228,5.8524,9.2924
5.4255,1.4317,5.9188,3.2633,1.1786,0.4592,0.476,1.4655,2.0446,4.1248,3.5294,18.4813
6.2193,0.4611,1.2097,3.983,4.4721,5.7936,4.8409,4.9733,3.1131,0.561,2.5236,9.2403
4.7114,3.5814,4.1139,3.1748,3.1303,5.034,5.9094,4.9404,1.3868,2.8376,2.7066,14.8554
1.8157,2.2571,4.7232,4.8872,5.6083,1.8039,0.1758,0.2473,0.5756,6.0074,0.138,14.943
1.9198,4.9974,0.5159,4.6811,1.932,5.4088,4.8614,4.4494,3.0696,4.5607,5.9977,8.7371
5.7763,1.0205,3.2785,3.9189,1.6661,4.9255,3.737,6.1488,5.9307,5.9326,1.6515,13.5705
2.0099,5.2708,5.6482,0.2865,1.8056,3.8328,1.3492,3.3432,0.7561,6.2276,3.9397,13.8864
3.8085,2.6093,2.781,1.3509,3.6084,1.3175,4.9418,3.2097,3.1859,6.066,1.6929,11.1516
5.8735,2.1647,3.0239,2.2664,4.1242,2.2738,3.9621,3.6691,3.9928,4.5481,4.7266,9.6242
0.7174,2.1596,2.2814,1.0941,1.7011,4.7439,5.8971,2.0296,3.0427,3.5367,2.8088,6.6785
4.1101,2.062,2.3335,3.1469,3.4044,1.184,6.2785,5.8536,1.3996,2.9139,1.1236,14.0992
3.694,5.4051,1.9933,0.7762,0.143,3.7734,2.7401,1.4399,5.1626,1.3855,5.2631,11.9896
0.4711,2.3701,2.8634,5.3784,5.7618,3.4882,0.8194,5.5804,5.0355,1.1441,2.6412,10.9044
1.1221,1.8573,3.0251,5.4349,4.8129,1.5821,6.1083,5.7698,2.875,1.2679,1.0419,12.7727
5.7095,2.1,6.1473,1.0528,1.4384,1.6121,3.7445,5.7972,5.762,5.1766,4.2878,13.6024
4.5427,3.1193,2.6406,0.3572,1.1567,2.9578,5.546,2.1191,6.2744,5.0156,4.1505,9.9548
0.5924,2.0177,5.777,5.7311,3.0455,4.0396,2.8133,4.1586,0.9105,0.6678,2.9119,14.6248
1.1964,4.6533,3.3079,0.408,3.0565,0.8787,3.0487,2.9103,4.474,5.4964,5.845,8.7204
4.8205,0.5013,1.4929,3.5874,1.6232,5.6597,3.0388,5.5277,5.8647,5.2688,3.9119,8.3121
6.0648,5.3731,1.7827,4.3485,3.7921,5.5102,6.2247,4.82,1.9412,5.4297,0.3992,15.697
0.8209,2.4977,2.4849,4.6721,1.738,1.9109,0.0318,5.5547,4.785,2.1465,5.0124,10.5555
3.2173,0.4124,5.0326,2.474,1.231,4.2132,5.202,4.26,6.0471,0.1202,0.5725,9.998
1.6338,0.3306,5.9534,3.2413,3.3104,3.2831,5.4314,0.7116,0.0509,2.1539,1.6576,12.6194
6.2041,3.9109,6.0378,4.8693,4.5686,3.7078,3.6637,0.194,5.0439,0.8198,2.9709,19.0316
3.9936,5.7605,1.8407,2.1809,2.9786,4.0939,2.6646,4.7942,0.2011,0.0611,1.6866,13.7294
4.6944,4.1633,1.7407,0.8524,3.4987,0.3681,0.9014,4.8525,1.6916,2.2321,1.1733,14.0862
3.1046,6.2134,1.221,3.7752,4.0474,1.2557,1.2893,6.2095,4.4698,3.8112,5.8883,13.012
4.8945,2.1036,0.3659,2.7879,3.0975,0.7778,2.673,6.2386,1.5541,5.1999,5.7306,10.8219
5.7083,4.7206,5.9193,4.3576,0.3013,5.1014,5.7889,3.5382,1.5557,1.0035,5.3579,20.2164
1.006,6.0375,5.7775,2.6049,3.9141,0.1991,5.7961,4.6296,2.287,2.0854,1.9632,16.0451
1.4542,5.7899,3.9573,5.5705,4.3087,4.9469,1.8907,4.0222,0.8183,5.7202,4.0942,14.5559
3.717,4.1878,5.7141,0.5909,4.8812,1.7069,3.0682,3.0446,5.1689,1.9021,4.46,13.5264
4.7804,5.6742,0.2217,5.9178,6.1952,4.6239,0.9328,0.7132,1.4656,0.6461,2.4039,19.3224
2.4691,2.8432,5.1898,5.0354,5.9829,6.1319,1.4173,3.0612,5.5428,5.7104,6.1999,14.7536
0.9964,0.7755,3.8341,3.2571,5.5296,5.4602,5.7146,3.8002,5.1387,4.9995,4.7037,3.278
0.0145,1.3843,1.7594,6.0637,3.0513,4.0144,0.1868,5.6557,2.4598,5.4606,5.6101,7.4608
0.0786,0.548,2.1128,0.7034,0.8094,5.0765,2.3072,0.0636,5.5385,3.74,4.8741,1.7986
0.6085,0.7573,4.7903,2.4392,2.0861,5.9982,6.2206,3.3677,2.2057,5.6539,4.0343,8.3037
2.6784,6.1167,2.6016,4.6239,2.5969,2.9561,4.4602,6.2362,1.0541,2.0626,1.3139,18.7077
0.2846,1.9696,3.4986,3.5984,5.8994,0.3379,4.0449,2.922,4.4418,4.481,3.1761,7.2774
1.8992,0.5696,0.3565,0.7358,6.2007,0.9692,3.9731,4.3493,2.0417,3.1191,4.6586,2.6704
4.6841,3.6726,1.0155,1.0553,5.1987,1.1766,3.8029,5.5327,2.3947,1.6482,3.8521,10.0485
6.0878,4.4574,3.8521,1.9332,3.6199,3.7802,1.5665,2.8652,5.8881,6.0569,5.3632,15.0602
2.1721,1.9919,5.9653,3.1143,1.7032,3.1635,2.9344,0.0369,0.7237,5.937,2.6234,15.1703
0.5797,5.7493,4.8585,4.1939,1.3478,2.5212,3.1694,3.8872,4.9751,3.0815,3.5821,15.058
5.6471,3.4123,0.6262,4.0219,1.0528,0.0577,2.0917,1.2299,1.8485,1.3947,4.0585,17.6967
1.4938,2.9996,3.428,3.9166,1.0182,4.3425,0.0822,2.9903,5.146,2.6494,2.7365,11.7561
4.491,2.8414,1.454,3.6886,3.4844,5.7796,0.7618,3.8829,6.2163,4.0637,5.9719,10.6915
2.5981,2.1312,2.0884,0.9698,5.093,2.941,5.1862,4.6768,4.3568,0.4542,2.0043,5.6153
6.2026,3.6381,6.146,4.5142,0.7091,5.7838,2.8445,4.9258,6.0211,4.8188,5.6343,18.2413
2.3752,6.1831,3.5032,4.7567,0.2837,4.7784,3.0494,5.9906,5.9572,3.0425,4.0122,14.8747
5.2119,5.539,3.6842,5.8261,0.2185,6.2768,3.8773,4.6839,4.5094,1.6403,2.593,19.5577
6.1608,4.3721,2.4195,6.0053,0.1751,1.1957,1.643,0.6885,0.7061,3.0566,1.8486,24.0238
2.1603,0.8725,3.6578,3.7037,1.0343,1.7052,5.7124,5.0904,3.8038,4.0563,2.3622,9.8531
1.5758,1.1611,3.035,4.2861,4.4976,4.1917,2.0572,1.191,5.6296,0.2506,5.9713,9.6226
3.6027,3.7396,3.9425,4.6574,0.0826,1.0425,4.0744,3.4927,4.4442,5.3642,2.5358,14.712
0.8945,1.3044,4.1366,1.0399,1.2028,3.8482,3.7481,3.7925,4.9483,2.6104,1.2517,7.1808
5.0306,1.0119,3.3313,1.5204,5.2316,2.8534,2.4469,4.9547,2.7325,3.178,1.5014,11.6787
5.6962,3.0352,5.1207,0.0439,2.6579,2.3608,4.4088,5.4597,1.0176,4.8495,5.1385,12.2005
3.7419,1.3924,3.6087,1.2151,0.0752,3.3697,4.2468,1.6825,2.1711,3.6784,4.3687,9.3662
3.0336,5.2583,2.7047,2.1933,1.3155,3.7417,1.0723,2.0663,6.13,0.9352,1.2534,16.8167
0.8372,4.8742,1.5148,2.3931,4.1347,1.9751,4.5365,4.2843,2.493,2.6703,2.4457,9.7422
2.6423,4.6261,3.9613,3.8534,5.1243,2.9528,4.6286,3.6616,0.9881,4.0063,4.1044,12.3878
5.388,2.4048,1.3524,2.8522,2.9417,4.1007,0.0831,1.9825,3.1997,4.1427,2.6065,12.0234
3.7756,2.8061,2.2386,0.0005,1.5834,1.937,0.5268,3.5622,5.9092,0.4155,1.1031,11.6634
4.277,4.8829,0.9626,4.9765,0.6699,4.9539,2.5905,3.8996,3.3089,1.6954,2.2997,15.9234
1.3499,1.0496,4.0623,5.1004,0.5544,1.1766,2.0681,4.466,0.4084,0.2988,4.6375,12.5922
1.8341,2.3546,2.2788,0.6505,6.1156,6.0492,2.6917,5.285,0.2964,0.0164,4.0963,5.6207
2.187,0.7111,1.475,5.295,3.5372,3.1757,0.4135,1.8251,2.623,3.2127,2.2638,11.8164
5.8688,3.1018,0.4012,5.8499,3.203,3.9598,5.9423,3.8884,4.0066,1.549,3.0914,13.4565
6.0936,3.5013,5.1897,5.7937,2.2209,2.1901,3.4958,5.1659,2.8457,0.3356,2.1462,22.6165
4.4684,2.3075,4.1804,1.6735,2.2052,2.4926,5.3799,0.1486,4.2681,0.5071,5.1572,12.1738
5.0736,5.7198,4.9646,2.2058,1.0425,4.7071,1.1906,1.3406,1.4474,4.7494,6.1436,19.5571
5.3458,0.5802,5.4233,2.8847,5.9152,5.3426,1.1726,4.4867,2.738,1.4807,4.7623,13.3897
1.3391,1.1438,3.6077,6.2556,4.8626,3.5383,4.3324,3.2764,2.2872,3.7162,1.7803,11.1783
2.8292,3.1516,4.2851,2.3479,0.2759,0.6923,1.8432,5.7293,5.677,5.3126,1.9881,13.4367
3.2915,0.316,1.4854,4.1793,3.6075,0.4877,0.6852,1.7531,0.3287,3.8963,2.3731,11.2673
1.4474,3.2602,4.4468,4.6902,2.168,4.2641,4.7784,5.5542,3.5936,0.5242,5.9846,12.0117
1.5476,3.7275,3.7494,5.8109,1.1921,2.1589,4.8153,4.1205,0.7397,2.2621,0.5945,16.8185
4.7602,2.905,4.7194,3.2367,0.4848,2.1562,2.2795,3.348,2.2728,4.1614,0.7075,18.2406
1.0797,3.8085,5.2298,0.0319,1.6637,5.7854,0.9906,4.0249,1.4537,0.5651,4.211,11.358
4.0049,5.9724,4.9045,3.2169,1.6709,1.9497,0.1594,3.6519,0.9341,1.2373,5.5399,20.8712
3.4071,4.9155,0.9913,1.6128,5.4766,0.0209,2.4346,2.4729,5.3488,0.6597,1.1233,11.969
0.1028,1.2399,5.6936,4.6138,2.6432,2.3744,4.7017,1.3651,4.0619,1.303,2.6523,13.742
5.9956,5.9457,1.8537,0.3745,5.3315,6.0315,3.09,0.9262,4.4515,2.1371,5.6291,13.2726
5.837,2.7752,5.7572,0.5837,3.6319,3.7502,1.3231,5.049,5.5387,3.5989,1.9764,14.1203
2.9196,3.9521,5.466,5.3038,5.7955,0.0356,6.1758,5.7235,5.8288,4.679,2.1479,15.9896
1.5808,3.9639,3.7479,4.0867,0.679,1.2246,2.6613,2.9776,2.6586,4.6946,1.3462,15.9826
5.2637,1.793,2.6155,3.4381,1.6542,4.775,4.797,3.9273,3.5459,5.5781,4.7157,9.6202
6.2366,3.8851,1.6827,0.699,5.6693,5.5819,5.5218,3.5073,1.1311,5.0351,3.3434,9.7058
1.7595,2.762,4.4466,4.2507,4.1319,3.8321,2.6456,2.4606,1.3644,5.8638,1.8105,14.2586
4.2043,1.7039,2.0986,0.5427,3.2756,4.6983,5.146,4.4131,5.1487,5.9313,5.5434,3.3362
1.4311,2.8558,4.0049,1.9123,6.0568,0.4211,4.32,4.279,5.8822,2.046,0.0563,9.1798
6.1185,1.9455,5.9957,0.283,4.9989,4.9028,3.9668,1.8938,4.7994,5.9218,2.1064,12.1957
1.8189,0.763,5.947,4.6071,5.6108,5.6538,4.7735,0.7185,2.0338,5.6188,3.5314,11.6904
6.1536,2.8923,3.8718,2.7209,1.3354,0.3608,2.7766,5.6997,0.4174,4.6318,2.0063,17.3252
3.7113,0.7424,4.8494,5.4441,1.8818,1.5292,0.7658,2.9649,2.7726,4.7176,3.087,17.0686
2.2879,3.9275,2.3666,1.7078,3.702,0.6178,4.9203,6.2805,4.5903,3.8999,6.0271,7.5205
3.9053,0.3202,5.8272,3.4399,5.0265,1.9836,4.148,2.3271,1.5904,3.1627,5.2918,13.1771
3.532,5.4559,1.5895,1.2901,0.6098,6.0318,5.8499,0.8181,0.9224,2.08,5.3754,13.3845
1.8428,1.284,4.6564,0.5698,5.7296,6.2669,2.8885,5.8689,0.3123,0.259,3.7433,7.7147
4.6574,3.8844,1.5805,0.1646,1.2277,4.1131,0.9184,4.463,3.251,4.6182,5.9686,8.6329
6.081,2.1185,4.1735,5.5895,5.655,5.3087,2.2998,3.626,1.2162,2.1783,0.1922,18.5786
0.996,5.5811,4.5407,1.1806,6.1371,4.0253,3.6917,5.2341,5.3947,3.6524,3.3209,8.6768
4.5249,4.6632,4.0417,3.8298,3.5691,3.4624,4.0179,2.1405,5.2943,1.1452,2.4005,16.8971
0.8513,1.3391,3.9423,4.0197,2.4119,1.2939,3.0159,3.0779,1.7054,4.9807,6.073,12.2435
4.4878,3.5686,0.4194,1.4509,5.9538,0.6964,5.4927,5.0159,0.0395,4.004,3.8213,7.5986
3.2363,3.3871,4.7446,5.58,4.7699,2.8788,2.8463,5.4176,0.0723,5.3866,1.4644,16.3313
2.1097,4.2955,3.6751,3.6069,1.9455,4.2072,2.8086,2.5322,4.7833,2.1103,4.5973,13.727
2.634,4.0554,5.9113,3.0954,2.086,4.3218,1.8582,5.3892,2.468,6.2697,1.7614,17.5041
4.0651,5.5535,5.8276,3.4428,2.4606,0.8478,0.716,2.8342,4.776,4.4973,2.4141,19.8958
1.4089,4.199,5.7969,5.9513,5.9587,4.6359,2.0037,4.8957,2.112,1.9619,5.8405,16.8711
4.0609,1.5747,2.0614,5.4391,3.5587,4.0563,5.2402,4.0317,0.158,1.3618,0.8449,12.2153
0.1773,3.7733,3.6309,0.9182,4.7153,0.3336,2.1007,3.4003,2.35,5.4821,3.3361,8.4696
4.6402,0.1736,3.2524,2.0668,0.7247,3.3649,4.9635,0.5544,3.5515,5.1274,4.9514,7.7933
3.6155,2.8203,3.8929,3.8106,2.6157,2.489,0.5514,1.2863,0.9896,2.0677,6.0345,18.0441
2.62,1.9666,2.3983,4.5281,0.5407,1.0973,4.1864,1.614,5.3964,3.6643,1.3022,12.7809
0.2876,6.0212,1.1693,0.4783,1.6598,3.8099,2.103,3.0649,1.7129,3.8509,3.0881,9.4189
0.745,0.1892,5.032,5.3438,2.3071,1.1588,2.4668,0.3594,1.411,0.9643,1.7478,16.5566
5.233,5.8647,0.7422,1.4537,4.8891,0.3218,0.796,1.6833,3.9112,1.1753,5.2681,13.7693
1.3972,3.6708,0.4367,2.1971,5.1539,4.7054,1.4476,5.7884,4.7137,3.5095,1.1397,5.3953
3.2524,3.8558,5.725,2.1089,1.5292,3.6041,1.8672,5.8872,1.3748,1.2481,3.6314,17.9833
3.5633,5.9662,1.7984,4.6003,0.6478,0.7609,5.7184,2.2502,0.7262,5.0332,0.9471,18.2919
4.1351,1.4601,2.3878,5.4721,4.8826,4.4015,1.7065,1.4963,5.0338,6.0677,4.1945,11.634
2.0043,1.5437,0.0918,0.2102,5.0963,5.7152,5.6938,2.3035,3.5408,1.2941,3.0777,3.5029
5.7974,0.0554,2.6553,4.526,2.5854,4.352,6.1744,3.1269,4.1707,5.8984,5.3272,10.5883
1.7245,3.4076,1.5518,1.0624,2.7586,6.0665,5.6638,2.0351,4.4775,1.7264,4.8992,7.0881
