Type_of_fiber,Fiber_diameter,Embedded_length,Youngs_modulus_of_fiber,Poisson_ratio_of_fiber,Type_of_matrix,Youngs_modulus_of_matrix,Poissons_ratio_of_matrix,Loading_rate,Prepare_temperature,Test_temperature,Fmax
1.0,6.0,42.5,294.0,0.3,1,3.0,0.34,6.0,370,30.0,0.054
1.0,6.0,42.5,294.0,0.3,1,3.0,0.34,6.0,370,30.0,0.049
1.0,6.0,42.5,294.0,0.3,1,2.5,0.34,6.0,370,50.0,0.055
1.0,6.0,42.5,294.0,0.3,1,2.3,0.34,6.0,370,70.0,0.058
1.0,6.0,42.5,294.0,0.3,1,2.3,0.34,6.0,370,70.0,0.048
1.0,6.0,42.5,294.0,0.3,1,2.3,0.34,6.0,370,70.0,0.045
1.0,6.0,42.5,294.0,0.3,1,2.3,0.34,6.0,370,70.0,0.043
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.069
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.067
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.057
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.051
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.048
1.0,6.0,42.5,294.0,0.3,1,2.0,0.34,6.0,370,100.0,0.039
2.0,7.0,50.0,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.065
2.0,7.0,51.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.071
2.0,7.0,51.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.073
2.0,7.0,51.8,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.069
2.0,7.0,52.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.077
2.0,7.0,54.1,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.077
2.0,7.0,54.8,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.079
2.0,7.0,54.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.082
2.0,7.0,56.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.084
2.0,7.0,56.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.083
2.0,7.0,56.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.079
2.0,7.0,57.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.076
2.0,7.0,57.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.083
2.0,7.0,58.4,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.078
2.0,7.0,59.4,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.081
2.0,7.0,59.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.086
2.0,7.0,60.5,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.081
2.0,7.0,61.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.089
2.0,7.0,62.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.083
2.0,7.0,62.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.094
2.0,7.0,63.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.087
2.0,7.0,63.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.087
2.0,7.0,64.0,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.098
2.0,7.0,64.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.092
2.0,7.0,64.5,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.089
2.0,7.0,65.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.089
2.0,7.0,66.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.092
2.0,7.0,67.7,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.091
2.0,7.0,67.8,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.094
2.0,7.0,67.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.101
2.0,7.0,67.7,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.104
2.0,7.0,68.2,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.093
2.0,7.0,68.4,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.105
2.0,7.0,69.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.09
2.0,7.0,70.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.093
2.0,7.0,70.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.098
2.0,7.0,71.4,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.092
2.0,7.0,72.5,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.111
2.0,7.0,73.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.1
2.0,7.0,74.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.11
2.0,7.0,75.0,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.103
2.0,7.0,75.4,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.097
2.0,7.0,76.0,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.1
2.0,7.0,76.5,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.104
2.0,7.0,77.3,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.1
2.0,7.0,77.8,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.123
2.0,7.0,78.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.114
2.0,7.0,79.6,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.108
2.0,7.0,79.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.108
2.0,7.0,79.9,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.115
2.0,7.0,80.0,230.0,0.2,2,2.74,0.35,0.014,230,25.0,0.106
2.0,7.0,50.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.077
2.0,7.0,50.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.082
2.0,7.0,51.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.084
2.0,7.0,51.8,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.076
2.0,7.0,52.0,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.088
2.0,7.0,53.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.097
2.0,7.0,54.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.091
2.0,7.0,55.8,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.099
2.0,7.0,56.3,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.092
2.0,7.0,56.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.101
2.0,7.0,56.9,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.094
2.0,7.0,57.3,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.089
2.0,7.0,57.7,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.096
2.0,7.0,58.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.091
2.0,7.0,59.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.095
2.0,7.0,60.1,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.099
2.0,7.0,60.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.095
2.0,7.0,61.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.103
2.0,7.0,62.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.109
2.0,7.0,62.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.096
2.0,7.0,63.1,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.102
2.0,7.0,63.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.101
2.0,7.0,64.3,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.114
2.0,7.0,64.5,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.108
2.0,7.0,64.8,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.105
2.0,7.0,65.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.104
2.0,7.0,66.5,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.107
2.0,7.0,67.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.109
2.0,7.0,67.5,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.116
2.0,7.0,67.8,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.12
2.0,7.0,68.0,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.115
2.0,7.0,68.1,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.103
2.0,7.0,68.3,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.119
2.0,7.0,68.5,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.111
2.0,7.0,70.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.119
2.0,7.0,70.9,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.114
2.0,7.0,71.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.115
2.0,7.0,72.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.127
2.0,7.0,73.5,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.117
2.0,7.0,74.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.126
2.0,7.0,74.7,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.121
2.0,7.0,75.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.115
2.0,7.0,75.4,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.111
2.0,7.0,76.2,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.124
2.0,7.0,77.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.13
2.0,7.0,77.8,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.137
2.0,7.0,78.1,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.131
2.0,7.0,79.0,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.122
2.0,7.0,79.0,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.126
2.0,7.0,79.3,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.13
2.0,7.0,79.6,230.0,0.2,2,2.74,0.35,0.014,230,-196.0,0.134
3.0,7.0,43.4,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.025
3.0,7.0,56.3,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.042
3.0,7.0,59.9,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.037
3.0,7.0,60.9,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.052
3.0,7.0,61.8,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.045
3.0,7.0,63.7,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.037
3.0,7.0,65.2,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.048
3.0,7.0,66.7,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.047
3.0,7.0,68.1,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.051
3.0,7.0,69.0,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.055
3.0,7.0,69.2,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.058
3.0,7.0,69.6,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.056
3.0,7.0,71.5,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.064
3.0,7.0,71.9,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.061
3.0,7.0,73.4,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.05
3.0,7.0,74.5,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.058
3.0,7.0,74.7,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.062
3.0,7.0,74.7,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.061
3.0,7.0,74.5,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.059
3.0,7.0,74.1,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.055
3.0,7.0,74.5,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.051
3.0,7.0,75.1,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.048
3.0,7.0,73.6,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.068
3.0,7.0,79.3,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.066
3.0,7.0,80.8,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.07
3.0,7.0,82.1,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.08
3.0,7.0,83.8,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.081
3.0,7.0,83.4,230.0,0.26,3,3.5,0.36,0.02,310,25.0,0.065
3.0,7.0,42.5,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.039
3.0,7.0,45.6,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.042
3.0,7.0,44.7,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.041
3.0,7.0,45.4,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.041
3.0,7.0,49.1,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.046
3.0,7.0,52.4,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.05
3.0,7.0,53.2,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.06
3.0,7.0,53.7,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.06
3.0,7.0,53.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.057
3.0,7.0,54.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.056
3.0,7.0,56.8,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.06
3.0,7.0,58.1,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.053
3.0,7.0,59.7,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.06
3.0,7.0,59.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.058
3.0,7.0,61.1,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.065
3.0,7.0,62.4,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.07
3.0,7.0,63.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.07
3.0,7.0,64.3,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.068
3.0,7.0,65.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.069
3.0,7.0,64.5,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.069
3.0,7.0,65.3,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.072
3.0,7.0,67.4,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.067
3.0,7.0,69.1,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.074
3.0,7.0,69.5,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.075
3.0,7.0,69.9,230.0,0.26,3,3.5,0.36,0.02,80,25.0,0.065
3.0,7.0,45.7,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.056
3.0,7.0,46.3,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.045
3.0,7.0,51.0,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.058
3.0,7.0,52.4,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.057
3.0,7.0,53.7,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.062
3.0,7.0,54.9,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.056
3.0,7.0,56.2,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.064
3.0,7.0,57.7,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.064
3.0,7.0,62.1,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.08
3.0,7.0,63.4,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.074
3.0,7.0,63.6,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.079
3.0,7.0,63.8,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.071
3.0,7.0,66.9,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.088
3.0,7.0,67.8,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.07
3.0,7.0,68.6,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.077
3.0,7.0,70.9,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.08
3.0,7.0,71.4,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.091
3.0,7.0,72.0,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.087
3.0,7.0,73.5,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.086
3.0,7.0,74.1,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.089
3.0,7.0,74.9,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.086
3.0,7.0,74.3,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.075
3.0,7.0,75.2,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.079
3.0,7.0,77.1,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.093
3.0,7.0,87.2,230.0,0.26,3,3.5,0.36,0.02,100,25.0,0.106
3.0,7.0,33.0,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.036
3.0,7.0,41.0,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.052
3.0,7.0,43.3,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.046
3.0,7.0,45.2,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.048
3.0,7.0,47.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.057
3.0,7.0,48.3,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.056
3.0,7.0,51.1,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.054
3.0,7.0,51.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.064
3.0,7.0,51.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.066
3.0,7.0,53.4,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.056
3.0,7.0,54.6,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.057
3.0,7.0,55.0,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.065
3.0,7.0,56.1,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.065
3.0,7.0,55.0,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.064
3.0,7.0,60.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.071
3.0,7.0,63.2,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.066
3.0,7.0,65.8,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.083
3.0,7.0,67.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.086
3.0,7.0,67.7,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.078
3.0,7.0,66.8,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.07
3.0,7.0,69.3,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.074
3.0,7.0,69.5,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.078
3.0,7.0,71.4,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.089
3.0,7.0,71.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.075
3.0,7.0,73.7,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.093
3.0,7.0,74.6,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.081
3.0,7.0,76.7,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.093
3.0,7.0,76.1,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.092
3.0,7.0,76.9,230.0,0.26,3,3.5,0.36,0.02,110,25.0,0.091
3.0,7.0,39.2,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.05
3.0,7.0,42.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.05
3.0,7.0,45.3,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.054
3.0,7.0,45.5,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.059
3.0,7.0,47.9,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.057
3.0,7.0,51.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.067
3.0,7.0,52.8,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.064
3.0,7.0,53.4,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.071
3.0,7.0,54.7,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.066
3.0,7.0,57.2,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.067
3.0,7.0,57.5,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.07
3.0,7.0,58.5,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.071
3.0,7.0,58.7,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.069
3.0,7.0,57.7,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.069
3.0,7.0,60.6,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.077
3.0,7.0,61.3,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.07
3.0,7.0,62.5,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.07
3.0,7.0,63.2,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.078
3.0,7.0,63.4,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.08
3.0,7.0,64.9,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.081
3.0,7.0,65.5,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.08
3.0,7.0,65.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.075
3.0,7.0,65.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.089
3.0,7.0,67.2,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.086
3.0,7.0,67.2,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.085
3.0,7.0,67.0,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.081
3.0,7.0,67.7,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.083
3.0,7.0,67.9,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.079
3.0,7.0,69.4,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.079
3.0,7.0,70.6,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.079
3.0,7.0,71.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.091
3.0,7.0,71.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.086
3.0,7.0,72.8,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.089
3.0,7.0,72.8,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.088
3.0,7.0,78.1,230.0,0.26,3,3.5,0.36,0.02,120,25.0,0.107
3.0,7.0,51.8,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.059
3.0,7.0,53.7,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.056
3.0,7.0,56.0,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.057
3.0,7.0,53.9,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.065
3.0,7.0,56.8,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.063
3.0,7.0,57.3,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.064
3.0,7.0,57.2,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.069
3.0,7.0,59.7,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.07
3.0,7.0,60.6,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.064
3.0,7.0,61.0,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.063
3.0,7.0,62.5,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.076
3.0,7.0,63.5,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.078
3.0,7.0,66.9,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.068
3.0,7.0,67.3,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.084
3.0,7.0,67.7,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.074
3.0,7.0,68.5,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.082
3.0,7.0,70.3,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.074
3.0,7.0,70.6,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.086
3.0,7.0,72.9,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.091
3.0,7.0,77.6,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.085
3.0,7.0,77.6,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.09
3.0,7.0,96.7,230.0,0.26,3,3.5,0.36,0.02,150,25.0,0.107
3.0,7.0,54.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.065
3.0,7.0,56.1,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.063
3.0,7.0,57.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.062
3.0,7.0,57.4,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.059
3.0,7.0,59.5,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.062
3.0,7.0,59.9,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.069
3.0,7.0,60.3,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.073
3.0,7.0,61.1,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.075
3.0,7.0,62.4,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.074
3.0,7.0,64.1,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.071
3.0,7.0,66.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.072
3.0,7.0,66.4,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.071
3.0,7.0,66.4,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.068
3.0,7.0,67.3,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.069
3.0,7.0,66.8,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.076
3.0,7.0,67.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.077
3.0,7.0,67.4,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.079
3.0,7.0,68.7,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.074
3.0,7.0,68.9,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.076
3.0,7.0,70.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.082
3.0,7.0,70.6,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.084
3.0,7.0,82.2,230.0,0.26,3,3.5,0.36,0.02,230,25.0,0.093
5.0,17.5,114.7,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.13
5.0,17.5,123.1,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.163
5.0,17.5,148.3,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.193
5.0,17.5,165.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.183
5.0,17.5,162.2,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.21
5.0,17.5,179.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.227
5.0,17.5,184.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.23
5.0,17.5,193.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.21
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.193
5.0,17.5,198.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.263
5.0,17.5,215.4,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.257
5.0,17.5,226.6,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.24
5.0,17.5,235.0,230.0,0.2,4,3.0,0.36,0.01,150,25.0,0.223
